image,user,x,y,w,h,class,volInImg
Unknown-X-20200807-123521-XZY3UH9LNLAG-0,andrven,0.7898082930,0.8404388224,0.0929202365,0.2527084452,0,2
Unknown-X-20200807-123521-XZY3UH9LNLAG-0,andrven,0.5511948733,0.8351364238,0.1068882264,0.2310296378,0,2
Unknown-X-20200807-123521-XZY3UH9LNLAG-0,andrven,0.8148097402,0.0705434929,0.0943794172,0.1084723428,0,2
Unknown-X-20200807-123521-XZY3UH9LNLAG-0,andrven,0.2065585972,0.8413149906,0.1467618805,0.1961861421,0,2
Unknown-X-20200807-123713-XIIWZ5LJL+MI-0,TaylorSucec,0.7690979446,0.7570962309,0.1858723117,0.1598087812,0,4
Unknown-X-20200807-123713-XIIWZ5LJL+MI-0,gracelltt,0.3032645114,0.0461311385,0.3037748603,0.0637430275,0,4
Unknown-X-20200807-123713-XIIWZ5LJL+MI-0,c.michellegt,0.2808527665,0.0939229034,0.2454710273,0.1132582719,0,4
Unknown-X-20200807-123713-XIIWZ5LJL+MI-0,c.michellegt,0.1135105066,0.2107549134,0.1473770299,0.1134068036,1,4
Unknown-X-20200807-123713-XIIWZ5LJL+MI-0,c.michellegt,0.4889673117,0.2862259887,0.3653562560,0.2314502446,1,4
Unknown-X-20200807-123713-XIIWZ5LJL+MI-0,c.michellegt,0.6850222693,0.1675566959,0.0403870323,0.1086089471,0,4
Unknown-X-20200807-123713-XIIWZ5LJL+MI-0,c.michellegt,0.9515433879,0.1726771859,0.0367256172,0.0974787446,0,4
Unknown-X-20200807-123713-XIIWZ5LJL+MI-0,c.michellegt,0.7715285892,0.7402665366,0.0906141058,0.1720778340,0,4
Unknown-X-20200807-123713-XIIWZ5LJL+MI-0,c.michellegt,0.9027091720,0.7455106485,0.0635369665,0.1070645419,0,4
Unknown-X-20200807-123713-XIIWZ5LJL+MI-0,c.michellegt,0.4365943349,0.7337622029,0.0746919145,0.1553996590,0,4
Unknown-X-20200807-123713-XIIWZ5LJL+MI-0,c.michellegt,0.1968487934,0.7512165108,0.0518611999,0.1120058002,0,4
Unknown-X-20200807-123713-XIIWZ5LJL+MI-0,c.michellegt,0.8848608070,0.5823085387,0.1729467445,0.0791422937,1,4
Unknown-X-20200807-123713-XIIWZ5LJL+MI-0,Kacey-Han,0.1955571692,0.7790695858,0.0744840194,0.1190513534,0,4
Unknown-X-20200807-123713-XIIWZ5LJL+MI-0,Kacey-Han,0.4312821460,0.7713533035,0.0854873421,0.0859814782,0,4
Unknown-X-20200807-123713-XIIWZ5LJL+MI-0,Kacey-Han,0.7732314827,0.7989114781,0.1633569664,0.0793675689,0,4
Unknown-X-20200807-123713-XIIWZ5LJL+MI-0,Kacey-Han,0.2907782064,0.0763361407,0.2666189200,0.1069257126,0,4
Unknown-X-20200807-143957-XHX97RXZP9MJ-0,chrispsimmons,0.2595402723,0.4033994329,0.0410270789,0.1033369026,1,4
Unknown-X-20200807-143957-XHX97RXZP9MJ-0,chrispsimmons,0.3125335583,0.4917358091,0.2820610712,0.3666793721,0,4
Unknown-X-20200807-143957-XHX97RXZP9MJ-0,chrispsimmons,0.5916030718,0.4584013254,0.2453076663,0.4111253982,0,4
Unknown-X-20200807-143957-XHX97RXZP9MJ-0,gracelltt,0.2573963297,0.4051828679,0.0273405675,0.0792097053,1,4
Unknown-X-20200807-143957-XHX97RXZP9MJ-0,gracelltt,0.2966800625,0.5237129570,0.0642260314,0.0807857641,0,4
Unknown-X-20200807-143957-XHX97RXZP9MJ-0,FatimB,0.5817316200,0.4399856055,0.0985590157,0.1094115392,0,4
Unknown-X-20200807-143957-XHX97RXZP9MJ-0,FatimB,0.2893768767,0.4500630014,0.0830553298,0.1468418198,0,4
Unknown-X-20200807-143957-XHX97RXZP9MJ-0,andrven,0.6113925317,0.5984748789,0.1030136053,0.3164293123,0,4
Unknown-X-20200807-143957-XHX97RXZP9MJ-0,andrven,0.3181076956,0.5963369075,0.1193110476,0.2666467859,0,4
Unknown-X-20200807-144054-XTTJI2+QCC7-0,chrispsimmons,0.6768814442,0.5496698281,0.5727143201,0.3794881540,0,4
Unknown-X-20200807-144054-XTTJI2+QCC7-0,chrispsimmons,0.5947761950,0.1691304467,0.5897015870,0.3227226310,1,4
Unknown-X-20200807-144054-XTTJI2+QCC7-0,gracelltt,0.7418082935,0.4675750015,0.0990930838,0.1509706434,0,4
Unknown-X-20200807-144054-XTTJI2+QCC7-0,sEnojAi,0.7472285308,0.5203793066,0.1027502725,0.2646697527,0,4
Unknown-X-20200807-144054-XTTJI2+QCC7-0,sEnojAi,0.4453995894,0.5656831330,0.0623841121,0.1621400360,0,4
Unknown-X-20200807-144054-XTTJI2+QCC7-0,sEnojAi,0.9004366143,0.5829701215,0.0238527283,0.1752543145,0,4
Unknown-X-20200807-144054-XTTJI2+QCC7-0,nitha_karthik,0.6141733411,0.4393162980,0.0564845516,0.1641000475,1,4
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,chrispsimmons,0.3370855700,0.6027889573,0.0605371864,0.0872507628,1,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,EVerse1,0.3381389945,0.6097112893,0.0417445123,0.0698005445,1,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,EVerse1,0.0789723382,0.5073438240,0.0830208582,0.4005662912,0,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,EVerse1,0.2159872676,0.5075322520,0.0652722553,0.3904732958,0,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,EVerse1,0.3966341384,0.4967053757,0.1345780697,0.3841507523,0,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,EVerse1,0.6517841138,0.4832108212,0.1071031920,0.3508778171,0,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,Alanah.Quarta,0.3467128403,0.6083667485,0.0154306280,0.0475000658,1,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,Alanah.Quarta,0.3937061393,0.5133665348,0.1388757463,0.1735580907,0,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,Alanah.Quarta,0.6974091870,0.5193040841,0.0406807837,0.1452407375,1,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,Alanah.Quarta,0.8759136338,0.5425973809,0.0357710198,0.1096156470,1,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,Alanah.Quarta,0.6570790872,0.5156501950,0.0638266783,0.2219716698,0,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,NikEverse,0.3934416115,0.3472917396,0.1400556121,0.4864587135,0,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,NikEverse,0.7463029863,0.5742231889,0.0578129797,0.1056703921,1,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,NikEverse,0.7850384086,0.3623957265,0.0361917648,0.1482227056,1,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,NikEverse,0.8657491974,0.4527384851,0.0299253414,0.1769193399,1,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,NikEverse,0.2195662111,0.4838592529,0.0294426461,0.4068673593,0,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,NikEverse,0.0776214205,0.4688459711,0.0467563696,0.3859811494,0,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,NikEverse,0.6509660407,0.5646838256,0.0480467866,0.2346632832,0,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,deepa.a.varghese,0.3930830852,0.5722291067,0.0989460990,0.1932947229,0,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,deepa.a.varghese,0.6488494084,0.6099154386,0.0634749214,0.2249025904,0,6
Unknown-X-20200807-144151-XDIPVHLNAA8W-0,Crawfish0601,0.7678617460,0.5678854586,0.0408080297,0.1025852191,1,6
Unknown-X-20200807-144229-XS7SQOOFPBUA-0,chrispsimmons,0.8227506906,0.3583659119,0.0483587596,0.0896097004,1,3
Unknown-X-20200807-144229-XS7SQOOFPBUA-0,chrispsimmons,0.7671742085,0.3536987305,0.0483587596,0.0933434251,1,3
Unknown-X-20200807-144229-XS7SQOOFPBUA-0,justalittlefroggy,0.1281105605,0.3137085277,0.1977252684,0.3313057287,0,3
Unknown-X-20200807-144229-XS7SQOOFPBUA-0,justalittlefroggy,0.5091642269,0.3497342586,0.0723328393,0.2393034767,0,3
Unknown-X-20200807-144229-XS7SQOOFPBUA-0,justalittlefroggy,0.7995049658,0.3584877886,0.0750020555,0.2278457061,0,3
Unknown-X-20200807-144229-XS7SQOOFPBUA-0,justalittlefroggy,0.9764390425,0.3211200029,0.0450156976,0.1810867422,0,3
Unknown-X-20200807-144229-XS7SQOOFPBUA-0,justalittlefroggy,0.5344987980,0.1658097893,0.0170274214,0.0317958508,1,3
Unknown-X-20200807-144229-XS7SQOOFPBUA-0,c.michellegt,0.3749105911,0.1545706439,0.1917002654,0.1546973188,1,3
Unknown-X-20200807-144229-XS7SQOOFPBUA-0,c.michellegt,0.5196373837,0.3285382818,0.0852760441,0.1528999976,0,3
Unknown-X-20200807-144229-XS7SQOOFPBUA-0,c.michellegt,0.7936274316,0.3572676970,0.1234108791,0.2445907848,0,3
Unknown-X-20200807-144229-XS7SQOOFPBUA-0,c.michellegt,0.9728080182,0.3573625523,0.0543839636,0.1736328288,0,3
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,chrispsimmons,0.5398240420,0.0613810340,0.0832964656,0.0609704112,1,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,chrispsimmons,0.8067824444,0.5880391470,0.3004136005,0.2733156195,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,AC7733,0.1913566461,0.1007822807,0.1998919760,0.0512942032,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,AC7733,0.1960489472,0.2604445343,0.2374303798,0.0801923642,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,AC7733,0.2317104301,0.4360007627,0.2111534966,0.0903067186,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,AC7733,0.1791566637,0.6718818661,0.2843533705,0.1098129723,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,AC7733,0.7943171748,0.5710995972,0.2909226132,0.1394335330,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,AC7733,0.7497403437,0.8665831286,0.2336765687,0.1278743161,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,AC7733,0.7774249247,0.2846467378,0.2721534190,0.1011435122,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,AC7733,0.7337865348,0.1325702420,0.2730918807,0.0845270785,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,Microsoft.Nicampbe,0.1876327977,0.6979894406,0.0634315157,0.0822423576,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,Microsoft.Nicampbe,0.1648197110,0.1025888137,0.1557967266,0.0599684095,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,Microsoft.Nicampbe,0.1714967105,0.2752121628,0.1758277251,0.0693920209,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,Microsoft.Nicampbe,0.1776172933,0.4379835509,0.1791662248,0.0573983279,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,Microsoft.Nicampbe,0.7345905342,0.1321446768,0.1357656973,0.0796723235,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,Microsoft.Nicampbe,0.7557344071,0.3069097619,0.1424426968,0.0659652401,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,Microsoft.Nicampbe,0.7991349037,0.5981848733,0.1713763613,0.0933793593,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,Microsoft.Nicampbe,0.7690883855,0.8676143664,0.0667699949,0.0736754770,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,Microsoft.Nicampbe,0.1759480486,0.9275828154,0.1424427174,0.0908093015,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,gracelltt,0.8396675084,0.6099273223,0.0687061040,0.0765578931,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,aphoenix88,0.3193921844,0.6901063182,0.2895886354,0.0592908607,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,aphoenix88,0.2978270919,0.4108462732,0.2803464639,0.1079093969,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,aphoenix88,0.2824234214,0.2590616245,0.2279740253,0.0652199563,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,aphoenix88,0.2377528643,0.0823747982,0.2741850265,0.0913079609,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,aphoenix88,0.7106449423,0.5946479983,0.3142344671,0.1197675564,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,aphoenix88,0.6883096509,0.2922645201,0.2603217231,0.1007945138,0,5
Unknown-X-20200807-161350-XMQEVMF6YZAY-0,aphoenix88,0.6420986805,0.1315862320,0.2479987867,0.0592908844,0,5
Unknown-X-20200807-161412-X1IQXVD9VZTD-0,AC7733,0.2744103531,0.2485240424,0.2008304275,0.0838046076,0,4
Unknown-X-20200807-161412-X1IQXVD9VZTD-0,AC7733,0.8501555677,0.1936175721,0.1867535215,0.1358212737,0,4
Unknown-X-20200807-161412-X1IQXVD9VZTD-0,Harshavardhani,0.8372291385,0.6313980284,0.1568887627,0.0174456132,0,4
Unknown-X-20200807-161412-X1IQXVD9VZTD-0,Kacey-Han,0.8247754235,0.6798601324,0.0415254432,0.0595256357,1,4
Unknown-X-20200807-161412-X1IQXVD9VZTD-0,Kacey-Han,0.2656139746,0.0796431210,0.1030976472,0.0451954060,0,4
Unknown-X-20200807-161412-X1IQXVD9VZTD-0,jstaph,0.8265919284,0.6798746555,0.0442167443,0.0449805371,1,4
Unknown-X-20200807-161412-X1IQXVD9VZTD-0,jstaph,0.8423835934,0.1990692313,0.2116086812,0.1191376191,0,4
Unknown-X-20200807-161412-X1IQXVD9VZTD-0,jstaph,0.8250127413,0.3674422878,0.1863419350,0.1081964108,0,4
Unknown-X-20200810-081345-XXQQDQENMXF2-0,chrispsimmons,0.3692455892,0.1598337718,0.5731421664,0.2701619458,1,3
Unknown-X-20200810-081345-XXQQDQENMXF2-0,Microsoft.Nicampbe,0.8553240554,0.0850266382,0.2378489308,0.1499210244,0,3
Unknown-X-20200810-081345-XXQQDQENMXF2-0,khooshbu.a.joshi,0.3545839608,0.4176423769,0.4485121349,0.4734563280,0,3
Unknown-X-20200810-081426-X8R4VQ1WYR6L-0,amandanicoletta,0.8655578550,0.5465570863,0.1294259640,0.1716451407,1,2
Unknown-X-20200810-081426-X8R4VQ1WYR6L-0,FatimB,0.3159513266,0.5923050966,0.0830567921,0.0534356414,0,2
Unknown-X-20200810-154704-XC9CIS5WKIJE-0,chrispsimmons,0.5268241140,0.5243782634,0.0974395626,0.1455505577,0,4
Unknown-X-20200810-154704-XC9CIS5WKIJE-0,chrispsimmons,0.2536324132,0.5854155775,0.0996048890,0.1192575577,0,4
Unknown-X-20200810-154704-XC9CIS5WKIJE-0,gracelltt,0.5282351097,0.5082555700,0.0525475417,0.0931754064,0,4
Unknown-X-20200810-154704-XC9CIS5WKIJE-0,jnapika.mattaparthi,0.3649833632,0.6768315685,0.0282042130,0.1479225441,0,4
Unknown-X-20200810-154704-XC9CIS5WKIJE-0,deepa.a.varghese,0.4326779857,0.7685630105,0.1093271386,0.1993730847,1,4
Unknown-X-20200810-154704-XC9CIS5WKIJE-0,deepa.a.varghese,0.6298406376,0.8220533788,0.2177199212,0.1410200639,1,4
Unknown-X-20200811-082323-XJ+PHDY8BVG-0,syed.m.a.hussaini,0.5952840885,0.5544050118,0.5683116962,0.4321097890,1,2
Unknown-X-20200811-082323-XJ+PHDY8BVG-0,gmsindac,0.8417831081,0.2640516779,0.0615567811,0.1750593436,0,2
Unknown-X-20200811-082323-XJ+PHDY8BVG-0,gmsindac,0.5871617396,0.2160319137,0.0634221266,0.0960395077,0,2
Unknown-X-20200811-082323-XJ+PHDY8BVG-0,gmsindac,0.9205944300,0.7959160525,0.0307783905,0.1398043385,0,2
Unknown-X-20200811-082323-XJ+PHDY8BVG-0,gmsindac,0.6128104299,0.8080729551,0.0587587628,0.1495299593,0,2
Unknown-X-20200811-100147-XRW492VD3A4Y-0,chrispsimmons,0.4120387054,0.1934726048,0.6820218105,0.3521566014,1,3
Unknown-X-20200811-100147-XRW492VD3A4Y-0,chrispsimmons,0.4022955660,0.6991064707,0.0276056360,0.0283828194,1,3
Unknown-X-20200811-100147-XRW492VD3A4Y-0,jyoti.j.gupta,0.6379294753,0.6383100588,0.6113052644,0.3027836365,0,3
Unknown-X-20200811-100147-XRW492VD3A4Y-0,Kacey-Han,0.2418687547,0.7941076505,0.0553500614,0.0979138813,1,3
Unknown-X-20200811-100147-XRW492VD3A4Y-0,Kacey-Han,0.7892971364,0.6751801375,0.0900309918,0.0871588572,0,3
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,chrispsimmons,0.5098245186,0.2474787234,0.0880356229,0.1545284315,1,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,ruirasjudith,0.6923458387,0.7883939826,0.0943376760,0.1191375917,0,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,ruirasjudith,0.8768179532,0.8303353007,0.1027440247,0.1835691556,0,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,ruirasjudith,0.3845808346,0.7731978684,0.1083482047,0.1495298202,0,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,ruirasjudith,0.4821876392,0.2711178771,0.0737888269,0.1884319646,0,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,ruirasjudith,0.7301742821,0.2376864032,0.0747229042,0.1312945118,0,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,ruirasjudith,0.9155804739,0.2443726939,0.0831291899,0.1738436605,0,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,ruirasjudith,0.2589529567,0.2243138167,0.0289551033,0.1507455532,1,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,ruirasjudith,0.5302904914,0.9196884739,0.0877994502,0.0899609834,1,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,k.snook,0.2087655397,0.1231630811,0.2445398730,0.0774193502,0,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,andrven,0.8569821258,0.8428687409,0.0939639695,0.3142625182,0,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,andrven,0.6795747519,0.8928965818,0.0926645946,0.2044317016,0,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,andrven,0.3828953447,0.8557196541,0.1167164459,0.1397732952,0,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,andrven,0.1000343712,0.7371582892,0.1306936502,0.1951558745,0,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,andrven,0.2201862079,0.0847290070,0.1345518602,0.1694580140,0,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,andrven,0.4628535882,0.1501809832,0.1293864058,0.2425968229,0,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,andrven,0.7211535191,0.1259199262,0.1479288737,0.2143560170,0,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,andrven,0.9212694985,0.1413479108,0.0981169426,0.2574755180,0,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,lrcampbell,0.8725178092,0.8824847793,0.0745362714,0.1284187066,0,5
Unknown-X-20200811-163721-XJUYIWJ9OIA9-0,lrcampbell,0.4773785854,0.2205664774,0.0915893618,0.1380675183,0,5
Unknown-X-20200811-163801-XXCONM17YD78-0,chrispsimmons,0.1896754205,0.5607404331,0.1256420940,0.1524259773,1,6
Unknown-X-20200811-163801-XXCONM17YD78-0,Agustinclossirrazabal,0.1750290257,0.1109613639,0.0808555884,0.2130965559,0,6
Unknown-X-20200811-163801-XXCONM17YD78-0,gracelltt,0.2290008561,0.7591374425,0.1030214330,0.0653691032,0,6
Unknown-X-20200811-163801-XXCONM17YD78-0,gracelltt,0.5725398881,0.7590435738,0.0951942985,0.0746003734,0,6
Unknown-X-20200811-163801-XXCONM17YD78-0,syed.m.a.hussaini,0.3670682013,0.4049604940,0.6985696667,0.5205535171,0,6
Unknown-X-20200811-163801-XXCONM17YD78-0,gmsindac,0.6658871066,0.4774053713,0.2877886953,0.1762749830,1,6
Unknown-X-20200811-163801-XXCONM17YD78-0,gmsindac,0.3893475446,0.6044448022,0.2840388736,0.2188241112,1,6
Unknown-X-20200811-163801-XXCONM17YD78-0,gmsindac,0.1578042906,0.5308956354,0.1752979707,0.2005888232,1,6
Unknown-X-20200811-163801-XXCONM17YD78-0,gmsindac,0.0354706832,0.6287586630,0.0637447169,0.2285497703,0,6
Unknown-X-20200811-163801-XXCONM17YD78-0,gmsindac,0.2210802802,0.6311900265,0.0974919355,0.4181972732,0,6
Unknown-X-20200811-163801-XXCONM17YD78-0,gmsindac,0.5318357605,0.6111311442,0.1321765459,0.3245892650,0,6
Unknown-X-20200811-163801-XXCONM17YD78-0,gmsindac,0.5477719576,0.2573653785,0.3065370454,0.3197264867,0,6
Unknown-X-20200811-163801-XXCONM17YD78-0,gmsindac,0.2899808405,0.2518947594,0.2521666058,0.2844714491,1,6
Unknown-X-20200811-163801-XXCONM17YD78-0,gmsindac,0.0781990735,0.1631494289,0.1563981470,0.3087853060,1,6
Unknown-X-20200811-163801-XXCONM17YD78-0,gmsindac,0.4329377248,0.0950707691,0.0693692524,0.1629024477,0,6
Unknown-X-20200811-163801-XXCONM17YD78-0,gmsindac,0.1859269461,0.1120904265,0.0478085439,0.1969417626,0,6
Unknown-X-20200811-163801-XXCONM17YD78-0,andrven,0.2426203644,0.7800866839,0.2071352563,0.1257707892,0,6
Unknown-X-20200811-163801-XXCONM17YD78-0,andrven,0.0362566489,0.7580937577,0.0725132978,0.1518046813,0,6
Unknown-X-20200811-163801-XXCONM17YD78-0,andrven,0.5611723510,0.7360264334,0.1284729352,0.1294543777,0,6
Unknown-X-20200811-163801-XXCONM17YD78-0,andrven,0.1837897516,0.0556924639,0.0709436813,0.1113849279,0,6
Unknown-X-20200811-163801-XXCONM17YD78-0,andrven,0.7337013059,0.0996863293,0.1702923214,0.1598096851,0,6
Unknown-X-20200812-080821-XIVVI2R1B2QS-0,gracelltt,0.4244547558,0.6850874900,0.0298767564,0.0608410915,1,3
Unknown-X-20200812-080821-XIVVI2R1B2QS-0,c.michellegt,0.3776513748,0.2039018078,0.0436738975,0.1355926267,0,3
Unknown-X-20200812-080821-XIVVI2R1B2QS-0,c.michellegt,0.6274817167,0.2561054243,0.0467571696,0.1039025641,0,3
Unknown-X-20200812-080821-XIVVI2R1B2QS-0,c.michellegt,0.5096547555,0.3831366595,0.0990781888,0.1033206162,1,3
Unknown-X-20200812-080821-XIVVI2R1B2QS-0,c.michellegt,0.6795111024,0.3804221240,0.1050081228,0.1259506831,1,3
Unknown-X-20200812-080821-XIVVI2R1B2QS-0,c.michellegt,0.8003154654,0.2523718233,0.0566217038,0.1577147001,0,3
Unknown-X-20200812-080821-XIVVI2R1B2QS-0,c.michellegt,0.9661183058,0.2168714912,0.0641867092,0.1896654243,0,3
Unknown-X-20200812-080821-XIVVI2R1B2QS-0,c.michellegt,0.8952135212,0.7170526521,0.0478783306,0.1797241539,0,3
Unknown-X-20200812-080821-XIVVI2R1B2QS-0,c.michellegt,0.6874398824,0.7374044289,0.0667456928,0.1241698890,0,3
Unknown-X-20200812-080821-XIVVI2R1B2QS-0,c.michellegt,0.4115286551,0.7464819410,0.0433814413,0.1747011289,0,3
Unknown-X-20200812-080821-XIVVI2R1B2QS-0,c.michellegt,0.1141051969,0.7274621016,0.0414423253,0.1310285659,0,3
Unknown-X-20200812-080821-XIVVI2R1B2QS-0,c.michellegt,0.5788316979,0.6193097749,0.0855802751,0.0980249237,1,3
Unknown-X-20200812-080821-XIVVI2R1B2QS-0,c.michellegt,0.8225990877,0.5657545037,0.0760076591,0.0605273782,1,3
Unknown-X-20200812-080821-XIVVI2R1B2QS-0,khooshbu.a.joshi,0.4203402617,0.5947073325,0.2749648027,0.6890136472,1,3
Unknown-X-20200812-080858-XDXV1BGDJUWR-0,chrispsimmons,0.3032829486,0.2090761846,0.0355704104,0.0452022463,1,2
Unknown-X-20200812-080858-XDXV1BGDJUWR-0,chrispsimmons,0.8085439989,0.7336325495,0.1746182000,0.4152299361,0,2
Unknown-X-20200812-080858-XDXV1BGDJUWR-0,andrven,0.3590197096,0.1126935362,0.1046325589,0.2155623799,0,2
Unknown-X-20200812-080858-XDXV1BGDJUWR-0,andrven,0.1840255160,0.0985728370,0.0922471950,0.1528375979,0,2
Unknown-X-20200812-080858-XDXV1BGDJUWR-0,andrven,0.5264000283,0.7936429110,0.0914334456,0.2756128587,0,2
Unknown-X-20200812-080858-XDXV1BGDJUWR-0,andrven,0.2438141691,0.7472620081,0.0884614823,0.1760867135,0,2
Unknown-X-20200812-080858-XDXV1BGDJUWR-0,andrven,0.0499570136,0.7153409502,0.0690109296,0.1689966889,0,2
Unknown-X-20200812-080858-XDXV1BGDJUWR-0,andrven,0.5951616790,0.1110996272,0.0692718364,0.1493631716,0,2
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,chrispsimmons,0.3709286230,0.6054170215,0.0528221328,0.0672777191,1,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,chrispsimmons,0.6561681243,0.6232876611,0.0772015033,0.0946092375,1,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,meerachauhan,0.5695083381,0.5357583790,0.5009122068,0.3805109183,0,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,Harshavardhani,0.3897714091,0.5998922558,0.0637092867,0.2119704341,0,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,FatimB,0.9101890762,0.6168722403,0.1796218477,0.1547104986,0,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,FatimB,0.4073151742,0.5953846336,0.0819481410,0.0945452979,0,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,FatimB,0.2351133040,0.5345032106,0.0741962967,0.1188978343,0,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,FatimB,0.0728780954,0.4528504645,0.0819481568,0.1017078062,0,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,FatimB,0.6813985716,0.9019405989,0.0719815111,0.0630302531,1,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,FatimB,0.3358873911,0.8460729359,0.0631222107,0.0429751317,1,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,Kacey-Han,0.8896368630,0.5303350454,0.2020653285,0.1947762742,0,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,Kacey-Han,0.2233887114,0.5308376650,0.0852137274,0.1324904291,0,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,Kacey-Han,0.4019253904,0.5843686469,0.0718856891,0.1330417909,0,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,jstaph,0.0747471439,0.4676248791,0.1003312877,0.2072008148,0,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,jstaph,0.2292045158,0.5461789660,0.0959307893,0.1616621248,0,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,damitak,0.0857556358,0.4476382176,0.0406180584,0.1066295634,0,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,damitak,0.2398652783,0.5442229775,0.0645110135,0.1359913598,0,7
Unknown-X-20200812-090453-X6QYUY2JXMFL-0,damitak,0.4017401661,0.6168547316,0.0442019764,0.1359913598,0,7
Unknown-X-20200812-090531-X84VWHDKXGWC-0,chrispsimmons,0.7830871424,0.1056962687,0.0678122350,0.1030189596,1,4
